20T	M0	[26.785128036769535, 20.922406967537597, 20.491709982167915, 31.412364353830966, 30.449380165289263, 33.91451628972801, 29.086849218474555, 15.792009360267034, 30.55422925772211, 18.379564331609455, 22.26205233006131, 19.830338845732264, 16.087782961810948, 29.335205992509362, 23.938938764103824, 32.47287555523193, 31.148180242634304, 34.221201309808905, 28.052405275156556, 29.459567800007292, 26.2825045172441, 36.87862586736435, 20.0181983621474, 39.97333764240123, 33.22318889074787]
20T	M1	[28.771339461588962, 23.761452324397702, 28.91072580339189, 35.68316343308122, 36.234504132231415, 39.018963169605804, 33.760332197281315, 19.2195189098042, 36.01204686524406, 29.04873844225042, 25.88696438741667, 33.17924033741599, 21.510281665802665, 42.368913857677896, 34.09019457155833, 34.278744629724024, 32.976603119584055, 33.85953765700602, 35.650593022249154, 35.54899602784156, 34.90062063005735, 41.93493345466954, 23.438663247580436, 44.174678839783475, 43.863978584574205]
20T	M2	[27.76592252133947, 21.649134713267728, 28.671700117615817, 35.88457744163105, 35.929752066115704, 39.460662216465735, 34.434128569749674, 19.601500395746573, 34.20134425386565, 28.509637987776216, 25.856812623538474, 29.109278940094363, 21.610506307240374, 39.46629213483146, 30.52712474237609, 32.65491880870894, 29.250433275563246, 36.67464933287719, 33.89316942256082, 30.742319886301516, 35.643019875873996, 42.11693777727221, 23.31458350566631, 41.29837602003717, 43.399698845574704]
20T	M3	[26.990315167432687, 20.860196810315568, 28.580642713510642, 36.99029924366985, 33.739669421487605, 35.950317159841916, 33.91702902808791, 18.589765649196455, 35.77331325522459, 27.055320482682955, 26.845120439545724, 29.728828098937242, 21.406601002246404, 37.87453183520599, 32.22132951409509, 34.36248452632344, 25.381282495667246, 34.34338497629636, 33.41990592445099, 32.10524397798915, 32.111713410322885, 39.84188374473894, 23.6744147572173, 43.63335218550537, 44.66287435168144]
20T	M4	[27.921864740643464, 20.594389774912347, 25.283605873202575, 32.970240052614265, 27.16942148760331, 35.66138620437713, 33.38034238257532, 14.859423930623894, 32.42736989018253, 23.27221438645981, 20.988977855204528, 26.855073154458363, 13.70312770001727, 32.71535580524345, 26.502951758829084, 27.37202359280566, 25.246967071057203, 31.982796539758574, 30.225377312209623, 26.591596516161943, 31.644276848142038, 36.58286884313502, 19.062784349408556, 41.53268158681425, 41.73080140538732]
30T	M0	[22.816391005389324, 37.26463345330555, 33.96193316375757, 35.89766407119021, 14.960247196472597, 31.459502229894976, 29.023204203518162, 33.25627985822162, 22.083789221049656, 11.529626575568376, 33.787907327180264, 17.908533979199316, 29.674712165348872, 19.144040497008753, 38.203971119133584, 31.198816696129008, 26.23285131627735, 45.05879640304358, 35.39565997715777, 37.25382932166301, 29.378286866940417, 21.5327700004204, 28.905703828597275, 28.08783959725718, 32.02157242774079]
30T	M1	[36.65210927336926, 44.504641030498206, 44.17156389790369, 46.531701890989986, 26.177828698399463, 35.91569558336929, 34.49952677784667, 45.52704576976421, 29.67564324286167, 17.982094475203205, 38.9564889809757, 26.495939592534555, 36.40241364960466, 38.545022242675266, 49.575812274368225, 44.64446769363975, 33.101594364108266, 50.81392667742679, 42.29074889867841, 51.68125455871626, 30.095094013399603, 23.01677386807921, 32.14212279475264, 44.43190695252148, 40.296620881435906]
30T	M2	[34.19903363687047, 44.2773252509945, 41.855977545829305, 45.34816462736373, 23.06356976703816, 33.8872104733132, 35.50145230247055, 44.521497919556175, 27.92503441216956, 12.477912592767115, 39.834243737050286, 25.562758227667757, 36.84630323207103, 35.90274581991102, 48.83122743682311, 40.68689346657528, 39.6505376344086, 49.49965413880562, 43.13917441670745, 49.45295404814005, 32.544485267632005, 23.470803379997474, 37.471727597976724, 42.53103029250933, 41.28254824302688]
30T	M3	[34.54283590410705, 40.977457851865886, 41.38233488290501, 39.434927697441594, 23.65725792452176, 31.51345130197094, 30.684377141738196, 44.08229311141933, 30.02505911834257, 15.534809753799038, 38.89621397626672, 26.791565750106862, 29.040088777916484, 32.378432274888794, 45.654332129963905, 41.16670875572712, 37.46292176492398, 49.043117362231946, 38.234622287485735, 46.115973741794306, 29.021684316691875, 23.121873292134353, 31.41834930295677, 39.17194687961114, 33.605797589955344]
30T	M4	[25.9291953168556, 38.992233377533616, 37.80370142969915, 38.84315906562848, 18.44946706940249, 27.988778593008192, 33.90881498645606, 36.311450146401604, 22.28849751173543, 14.577688773707154, 34.83141834620456, 21.085624732867924, 31.72076570952975, 24.57048627090044, 39.923285198555945, 36.80868718207728, 31.173526140155737, 43.186534470832385, 36.146190243106545, 48.90955506929249, 28.58223470931489, 21.415058645478613, 29.703499609326812, 36.83708011457338, 34.423190359821355]
40T	M0	[28.74468189153503, 15.438367346938776, 28.371400660557278, 21.64176130703328, 29.83507048440557, 26.347868771987226, 24.928098686718194, 33.62259656287221, 38.42314932364401, 40.79736348240033, 38.860663279593545, 30.43696864430021, 30.29025386117521, 32.50762010740722, 20.26984252591597, 23.755311727024807, 20.18508299019399, 25.097316123745127, 22.26070038910506, 23.932340812189846, 38.00348735832606, 42.53996919318001, 9.291264737406223, 27.59369656638477, 42.83446384759706]
40T	M1	[41.92870066995942, 24.417959183673467, 49.672047262408704, 34.60051803148036, 39.02400063895213, 35.43729035425018, 43.96548736962473, 50.595541943168286, 56.89708006829226, 55.74220716803222, 59.73916870024403, 48.756741932534965, 49.72039765666607, 54.90347863950844, 37.303157394951334, 27.92858501934421, 44.90385023559875, 33.75947551731202, 41.59533073929962, 39.52610610190816, 53.75326939843068, 54.214691666224034, 30.52987674169345, 45.82004713711354, 58.63761004473951]
40T	M2	[39.18040001956087, 22.20408163265306, 49.369679490161424, 31.61984459055589, 38.652609720059104, 39.143418146117966, 42.18441387435463, 49.17049515058702, 55.465569321017384, 54.231702293221026, 55.142617114053685, 48.04369686443002, 50.41274631635009, 52.47472059606173, 37.409986547440056, 26.453986173653842, 40.68854268370337, 31.997541487400127, 47.88326848249027, 40.04333543020899, 55.20924149956408, 53.72072024220533, 24.182743837084676, 38.03780211654881, 55.351902631452354]
40T	M3	[45.10734021223533, 18.29877551020409, 46.67628041122016, 33.68798565451285, 35.99696497743701, 39.51975783359241, 41.44980768564399, 49.17474902160966, 53.46057873309109, 53.815169130773114, 55.95071408569028, 46.23823018557456, 46.640333747559026, 52.07799119454255, 31.566036242779138, 25.75949768503838, 40.05178927707262, 33.132554804343364, 44.3112840466926, 42.16816942755295, 50.79773321708805, 47.883359005683324, 22.8530278670954, 45.70913628171358, 51.62842160965988]
40T	M4	[39.63518998484032, 18.605714285714292, 40.05210029306414, 27.631002191671648, 31.440437682201193, 31.88251656712755, 29.0758515541079, 35.28160626169814, 49.4549752659458, 49.8375062937703, 50.55406648797855, 36.4018648871012, 37.79513580685248, 45.444869127679134, 26.026746854474947, 22.66125451893195, 28.199685868319403, 27.07232124564638, 31.21400778210117, 28.98581114139931, 42.493461203138615, 53.48701333191692, 19.7347266881029, 31.008826655575582, 43.51277240583056]
50T	M0	[30.84875152414781, 20.24523160762943, 23.13938481393849, 35.25254738687411, 25.026403802147513, 28.067142792157583, 25.7234726688103, 39.456338459966275, 41.958401495676554, 48.825052275216564, 43.291092913674014, 31.122605531933555, 41.63048498845265, 43.42740637407447, 38.73217944805336, 27.89047466324568, 40.77159344750558, 11.341088588880677, 43.39768691376014, 30.296835069785732, 45.58880123147971, 40.06741701422614, 46.57432714133507, 30.848588612318363, 46.2079927338783]
50T	M1	[56.50214706038277, 33.53834176722461, 58.95891589589159, 62.391804535992115, 45.06248899841576, 53.26843469954055, 42.890933954244744, 65.68902968678145, 64.04300070109838, 74.53948023498955, 65.97282583832747, 45.732696269670804, 58.07390300230948, 70.16847301212576, 63.4215459737542, 55.464239897370106, 60.950297840655246, 20.285569777846945, 65.47673253802022, 44.00235895419697, 68.09697902636135, 55.60189681768839, 72.30740723583638, 47.67988059177313, 66.84264305177112]
50T	M2	[51.513545035254204, 30.105099260412604, 55.72166057216605, 65.41032102552866, 46.60271079035381, 51.212300413956235, 43.18291015264073, 60.06846865259823, 53.23673755550362, 68.05237478840984, 61.61306555652135, 49.99780826721607, 55.66743648960739, 70.00214615302072, 58.35113571957973, 52.846375881975625, 59.67982129560685, 18.476442438625853, 63.40952554412167, 47.08079418124631, 68.19318837791033, 55.49334399817174, 71.19562699773012, 38.43891303393476, 69.31198910081744]
50T	M3	[52.66924667338175, 27.22849357726742, 50.575392557539246, 59.170592746795215, 40.837880654814285, 45.50789246235727, 40.83601286173633, 57.528996985335446, 63.173638700630995, 67.74370208105147, 61.89670158744682, 42.33551045456538, 46.20323325635103, 66.29466680974355, 62.72834285216027, 52.79025016035921, 54.43968726731199, 15.410652453021045, 59.193151807667796, 41.95006880283074, 66.63940735039446, 56.41318631091812, 69.63450224672256, 37.46872119057025, 64.94096276112624]
50T	M4	[50.96750251815725, 25.971195017516546, 40.379651537965145, 49.89043497315657, 28.973772223200143, 42.00063685575217, 34.07990538492811, 50.01788360329058, 53.34891329749942, 57.47286667330478, 56.48931790109337, 42.28729233331872, 42.341801385681286, 51.02478806738922, 55.604481841566034, 41.53303399615138, 52.01042442293373, 14.908765513753263, 51.13832984245514, 36.96874385689011, 64.79699826823166, 50.528480831857394, 65.71084448973919, 35.04982659467053, 65.64486830154405]
