20T	M0	[212.5696439743042, 142.8373668193817, 194.5585961341858, 165.54117584228516, 261.404198884964, 131.90242409706116, 250.74975419044495, 244.85852003097534, 117.23423790931702, 246.1799418926239, 98.68103289604187, 137.90454006195068, 298.9625630378723, 297.9342269897461, 217.70475316047668, 197.85215091705322, 257.8291940689087, 248.93002700805664, 286.4286880493164, 191.90047216415405, 297.1800570487976, 195.59881806373596, 223.3899519443512, 230.93514013290405, 211.84142398834229]
20T	M1	[219.39562892913818, 284.6453809738159, 25.535682916641235, 33.300666093826294, 173.15889501571655, 38.81137180328369, 114.24649906158447, 34.199240922927856, 35.459150075912476, 75.23785781860352, 35.948997020721436, 30.67469811439514, 23.328487873077393, 49.544540882110596, 133.24861812591553, 141.50582194328308, 127.21596479415894, 66.22735595703125, 154.1771149635315, 89.85650706291199, 27.52936291694641, 12.629615068435669, 36.84314584732056, 47.346439838409424, 215.57032704353333]
20T	M2	[66.82532596588135, 154.66453099250793, 183.83169317245483, 137.66846895217896, 215.39047408103943, 168.31055212020874, 111.38974499702454, 244.68355894088745, 171.1687400341034, 85.23725700378418, 172.1665678024292, 119.41290402412415, 257.84640312194824, 242.21111297607422, 86.13533782958984, 144.27214002609253, 102.27147698402405, 54.33179807662964, 249.99729204177856, 170.31377005577087, 174.13735485076904, 70.14998197555542, 112.07029914855957, 33.50018119812012, 119.88306903839111]
20T	M3	[89.19205498695374, 57.592642068862915, 230.08561992645264, 110.08593702316284, 206.7489948272705, 42.22874999046326, 203.14709997177124, 195.55509209632874, 67.54780578613281, 195.6236388683319, 184.15324521064758, 226.8803050518036, 31.711327075958252, 256.0875549316406, 292.0375909805298, 288.81942105293274, 268.0306508541107, 164.97680497169495, 244.45056200027466, 233.3164188861847, 111.08285093307495, 247.22937202453613, 275.053915977478, 210.55121994018555, 268.05306601524353]
20T	M4	[266.663449048996, 117.54612994194031, 64.55957293510437, 232.7785928249359, 228.5888078212738, 187.97778797149658, 79.15385007858276, 183.87663197517395, 217.3219919204712, 149.95636010169983, 161.01994395256042, 178.00456380844116, 28.27380108833313, 151.71337485313416, 108.82615089416504, 213.30227994918823, 299.8666498661041, 152.78720617294312, 174.03775906562805, 113.97182488441467, 295.8591980934143, 75.32961392402649, 95.31765699386597, 144.4906871318817, 248.0786271095276]
30T	M0	[270.84008407592773, 297.97244906425476, 272.1000888347626, 236.82097101211548, 274.5099458694458, 217.6248800754547, 266.1910181045532, 281.7016370296478, 222.9060389995575, 275.9252209663391, 297.5582318305969, 297.73509788513184, 275.2906849384308, 298.5289101600647, 296.7762598991394, 287.09838604927063, 219.9203929901123, 238.56914806365967, 280.2151610851288, 279.1773040294647, 292.88810205459595, 287.8039150238037, 168.814110994339, 175.19755387306213, 265.06958389282227]
30T	M1	[175.87427401542664, 293.52186393737793, 211.74851894378662, 209.46460604667664, 152.61644387245178, 202.9351348876953, 118.03422594070435, 272.6700849533081, 298.8992419242859, 117.09246706962585, 100.13570094108582, 90.64696383476257, 212.8124439716339, 118.67818284034729, 299.4545838832855, 141.6006841659546, 99.33155393600464, 263.56541085243225, 288.382493019104, 46.17131185531616, 250.68345594406128, 190.27249097824097, 196.527015209198, 123.59312582015991, 119.48923206329346]
30T	M2	[67.35124111175537, 201.5994758605957, 148.25314903259277, 49.73240399360657, 287.50445890426636, 152.0871241092682, 270.6661899089813, 259.17743492126465, 159.79433917999268, 204.05044102668762, 263.1169638633728, 240.06485390663147, 298.35174584388733, 184.9637851715088, 297.47674202919006, 65.70890593528748, 70.8074848651886, 115.38777494430542, 96.47411513328552, 62.414998054504395, 138.25004506111145, 104.65542483329773, 139.4035460948944, 236.8759458065033, 272.0034890174866]
30T	M3	[291.1625440120697, 296.4597179889679, 51.032920122146606, 140.1338210105896, 80.84935212135315, 152.1285481452942, 147.6384720802307, 281.9828050136566, 254.71623182296753, 261.57233905792236, 249.91845297813416, 146.61790204048157, 205.89265894889832, 214.783282995224, 156.72010016441345, 108.38549017906189, 94.44380688667297, 185.12587904930115, 265.332288980484, 174.63612294197083, 291.9051570892334, 180.32395577430725, 183.9678189754486, 140.29726386070251, 114.41547203063965]
30T	M4	[196.83189606666565, 181.29772186279297, 188.81685996055603, 299.2645628452301, 295.3826279640198, 135.37533593177795, 254.2757749557495, 162.51941394805908, 202.02993392944336, 270.85663890838623, 272.10230684280396, 298.22488808631897, 232.35477018356323, 293.4836721420288, 222.32876682281494, 218.16884207725525, 256.3722231388092, 163.40164399147034, 205.91270899772644, 225.39651203155518, 283.16122102737427, 276.4516770839691, 180.6664319038391, 291.3050739765167, 191.04555797576904]
40T	M0	[256.2299180030823, 271.019394159317, 296.09733390808105, 202.0942099094391, 156.66892290115356, 241.9105749130249, 252.73251700401306, 298.84859800338745, 299.9522340297699, 230.21188807487488, 295.5428490638733, 273.14932012557983, 292.806941986084, 293.84027004241943, 266.7351121902466, 285.69411993026733, 254.46788477897644, 281.2620530128479, 225.37726593017578, 287.4005289077759, 247.7454628944397, 299.05352997779846, 276.11556005477905, 286.3945288658142, 283.7750768661499]
40T	M1	[49.53430986404419, 237.38343286514282, 290.06308794021606, 222.8237600326538, 132.49550199508667, 276.7701539993286, 222.3186640739441, 167.50952410697937, 299.9548411369324, 105.10873913764954, 163.9484658241272, 218.69949388504028, 264.156201839447, 143.90271496772766, 280.3500409126282, 271.02173709869385, 138.90145182609558, 227.91656517982483, 198.3974039554596, 71.34103393554688, 181.01648783683777, 230.59085392951965, 235.09513306617737, 288.5467600822449, 292.8402910232544]
40T	M2	[266.0626540184021, 270.05942702293396, 159.24106097221375, 250.70851707458496, 242.4467489719391, 185.06248998641968, 184.6273090839386, 237.3175699710846, 281.5255780220032, 291.0335111618042, 247.56140112876892, 210.88138103485107, 251.05016899108887, 299.5592939853668, 107.96731996536255, 286.55252718925476, 187.83110404014587, 223.18137621879578, 252.01085996627808, 143.32693099975586, 236.4668688774109, 189.94125318527222, 138.48080205917358, 266.3912398815155, 191.10780096054077]
40T	M3	[295.77418780326843, 227.9132800102234, 278.5823609828949, 284.62856101989746, 274.2364239692688, 298.20495891571045, 272.2508008480072, 260.4187738895416, 136.05901908874512, 297.4999420642853, 255.33090996742249, 200.91538405418396, 278.61942291259766, 231.91942811012268, 254.56060600280762, 223.2273588180542, 270.7968690395355, 271.53596591949463, 236.20209097862244, 162.5553560256958, 252.51063108444214, 267.0446569919586, 103.72028708457947, 198.130713224411, 266.43305802345276]
40T	M4	[289.39873600006104, 275.59600496292114, 291.2888879776001, 223.92909216880798, 158.70871210098267, 283.93095898628235, 257.39536213874817, 68.84111404418945, 268.4213020801544, 225.83283615112305, 237.77984595298767, 174.2919008731842, 118.97507405281067, 233.02840495109558, 280.67888498306274, 264.7996211051941, 211.55761098861694, 267.03743386268616, 248.9637520313263, 228.21257877349854, 280.7599971294403, 264.99457693099976, 266.7948920726776, 263.8052749633789, 273.2937660217285]
50T	M0	[278.18445897102356, 272.1813859939575, 123.6157820224762, 231.94204688072205, 285.1133060455322, 154.22805500030518, 269.70803713798523, 279.53838896751404, 246.76098608970642, 279.95246291160583, 286.1434898376465, 192.61398720741272, 292.9403359889984, 256.6412010192871, 297.7076349258423, 251.76203799247742, 220.53823804855347, 243.2893660068512, 286.94194507598877, 283.3087201118469, 272.0497899055481, 265.13841795921326, 277.1193599700928, 289.178503036499, 287.2099609375]
50T	M1	[153.4208779335022, 272.3504390716553, 256.19251704216003, 93.31388902664185, 288.47701716423035, 251.8167860507965, 237.0128939151764, 296.47990107536316, 233.73079895973206, 196.3791379928589, 286.3170359134674, 270.3114311695099, 201.9338939189911, 273.04972887039185, 276.82780385017395, 192.004958152771, 278.0988290309906, 196.14070200920105, 271.33521008491516, 290.65161991119385, 276.1837148666382, 258.9835081100464, 256.107794046402, 298.7867980003357, 201.9628620147705]
50T	M2	[213.50938820838928, 274.09126019477844, 220.24644017219543, 270.6007001399994, 205.23870515823364, 281.94275307655334, 195.13576006889343, 156.9731421470642, 297.42909717559814, 231.41312098503113, 282.03166794776917, 295.43325304985046, 278.39699506759644, 264.84967708587646, 278.4717528820038, 274.28263998031616, 298.6492898464203, 140.35863399505615, 265.3403470516205, 121.99772906303406, 240.31372785568237, 122.78593492507935, 83.23494005203247, 185.58391213417053, 234.48893094062805]
50T	M3	[289.4552381038666, 264.77365708351135, 243.01303815841675, 265.12497305870056, 277.7672550678253, 248.373850107193, 295.5328121185303, 261.5757529735565, 248.7018449306488, 216.73317313194275, 203.11039781570435, 272.65508484840393, 168.62648797035217, 217.55506992340088, 257.30871295928955, 256.41415905952454, 156.12542486190796, 220.71678400039673, 237.18028783798218, 278.27468490600586, 278.1985330581665, 288.13849210739136, 264.0192720890045, 289.3309438228607, 294.00024604797363]
50T	M4	[289.15776896476746, 249.82398009300232, 264.25723814964294, 286.0573809146881, 298.9396560192108, 233.13546705245972, 137.88975191116333, 147.99623489379883, 296.1910650730133, 227.78224897384644, 252.75214982032776, 192.62604808807373, 289.72085905075073, 290.3527920246124, 280.9276020526886, 292.4896547794342, 141.26315307617188, 293.7988040447235, 292.596431016922, 279.9689347743988, 294.34082293510437, 228.03858995437622, 240.34995293617249, 286.8312270641327, 174.59083008766174]
